sinistro	data	horario	uf_ocorrencia	mercadoria	origem_uf	destino_uf	faixa_valor_carga	vinculo_motorista	local_ocorrencia
Roubo/Furto	2017-01-18	Tarde	PE	Hig/Limp/Cosm	SP	PB	4	Funcionário	BR 423
Roubo/Furto	2017-01-20	Manhã	PB	Hig/Limp/Cosm	SP	RN	4	Funcionário	BR 101
Roubo/Furto	2017-01-21	Noite	SP	Químico	BA	SP	2	Funcionário	SP 065
Roubo/Furto	2017-01-22	Madrugada	MG	Hig/Limp/Cosm	SP	BA	1	Funcionário	BR 116
Roubo/Furto	2017-01-22	Tarde	PB	Hig/Limp/Cosm	PE	RN	1	Funcionário	BR 101
Roubo/Furto	2017-01-25	Madrugada	MG	Hig/Limp/Cosm	SP	PA	3	Funcionário	BR 153
Roubo/Furto	2017-01-28	Tarde	BA	Hig/Limp/Cosm	SP	PE	5	Funcionário	BR 423
Roubo/Furto	2017-01-29	Noite	RJ	Específicas	RS	RJ	3	Funcionário	Rua/Avenida
Roubo/Furto	2017-01-30	Madrugada	MG	Alimentício	SP	CE	1	Funcionário	BR 116
Roubo/Furto	2017-01-30	Madrugada	RJ	Alimentício	SP	RJ	1	Funcionário	BR 116
Roubo/Furto	2017-02-02	Noite	PE	Hig/Limp/Cosm	SP	PE	2	Funcionário	BR 101
Roubo/Furto	2017-02-04	Tarde	PE	Hig/Limp/Cosm	SP	PI	4	Funcionário	BR 407
Roubo/Furto	2017-02-05	Madrugada	PR	Calçados	MG	RS	1	Funcionário	BR 116
Roubo/Furto	2017-02-06	Manhã	MG	E-Commerce	MG	MG	2	Funcionário	BR 040
Roubo/Furto	2017-02-07	Noite	BA	Café	ES	SE	3	Funcionário	BR 101
Roubo/Furto	2017-02-15	Manhã	PE	Hig/Limp/Cosm	PE	CE	1	Funcionário	BR 101
Roubo/Furto	2017-02-20	Tarde	PE	Hig/Limp/Cosm	SP	PE	5	Funcionário	BR 423
Roubo/Furto	2017-02-21	Madrugada	SP	Confecção/Tecido/Fios	RJ	SP	3	Funcionário	BR 116
Roubo/Furto	2017-02-23	Madrugada	RJ	Geral	RJ	SP	3	Funcionário	BR 116
Roubo/Furto	2017-03-03	Madrugada	RJ	Hig/Limp/Cosm	SP	ES	1	Funcionário	BR 101
Roubo/Furto	2017-03-07	Noite	AL	Hig/Limp/Cosm	SP	PE	3	Funcionário	BR 101
Roubo/Furto	2017-03-12	Tarde	RJ	Pescado	RJ	RJ	2	Funcionário	BR 116
Roubo/Furto	2017-03-13	Noite	PA	Alimentício	PA	PA	1	Funcionário	Rua/Avenida
Roubo/Furto	2017-03-15	Noite	RJ	Confecção/Tecido/Fios	RJ	SP	3	Funcionário	BR 116
Roubo/Furto	2017-03-15	Noite	RJ	Específicas	RS	RJ	2	Funcionário	BR 116
Roubo/Furto	2017-03-15	Noite	SP	Alumínio	SP	SP	1	Funcionário	BR 116
Roubo/Furto	2017-03-18	Madrugada	SC	Aço/Ferro	SC	SC	1	Funcionário	BR 280
Roubo/Furto	2017-03-19	Tarde	PE	Hig/Limp/Cosm	SP	PB	4	Funcionário	BR 423
Roubo/Furto	2017-03-22	Madrugada	GO	Bebidas	SP	DF	1	Funcionário	BR 040
Roubo/Furto	2017-03-26	Noite	SC	Doces/Chocolate	EX	MG	4	Funcionário	BR 101
Roubo/Furto	2017-03-28	Noite	SP	Frigorífico	MG	SP	3	Funcionário	SP 381
Roubo/Furto	2017-03-31	Noite	BA	Combustível	BA	GO	1	Funcionário	BR 242
Roubo/Furto	2017-03-31	Tarde	RJ	Hig/Limp/Cosm	SP	RJ	1	Funcionário	BR 101
Roubo/Furto	2017-04-01	Tarde	RJ	Hig/Limp/Cosm	MG	RJ	1	Funcionário	BR 101
Roubo/Furto	2017-04-06	Madrugada	SE	Hig/Limp/Cosm	SP	PE	4	Funcionário	BR 101
Roubo/Furto	2017-04-06	Madrugada	SE	Hig/Limp/Cosm	SP	PE	4	Funcionário	BR 101
Roubo/Furto	2017-04-10	Manhã	SP	Polímeros	SC	SP	1	Funcionário	Rua/Avenida
Roubo/Furto	2017-04-11	Noite	SP	Alumínio	MG	SP	1	Funcionário	BR 116
Roubo/Furto	2017-04-13	Noite	RJ	Frigorífico	GO	RJ	3	Funcionário	BR 116
Roubo/Furto	2017-04-15	Noite	PR	Pescado	EX	SP	4	Funcionário	BR 376
Roubo/Furto	2017-04-19	Manhã	RJ	Pescado	RJ	RJ	2	Funcionário	BR 101
Roubo/Furto	2017-04-19	Noite	SP	Pescado	CE	SP	3	Funcionário	 Rua/Avenida
Roubo/Furto	2017-04-27	Noite	GO	Alimentício	MG	GO	3	Funcionário	BR 153
Roubo/Furto	2017-04-27	Noite	SP	Frigorífico	EX	SP	2	Funcionário	SP 425
Roubo/Furto	2017-04-29	Madrugada	RJ	Confecção/Tecido/Fios	RJ	RJ	1	Funcionário	BR 101
Roubo/Furto	2017-05-02	Noite	BA	Específicas	SP	BA	1	Funcionário	BR 324
Roubo/Furto	2017-05-10	Noite	GO	Hig/Limp/Cosm	SP	GO	1	Funcionário	BR 153
Roubo/Furto	2017-05-10	Noite	RJ	Alimentício	SP	RJ	1	Funcionário	BR 116
Roubo/Furto	2017-05-10	Noite	RJ	Alimentício	SP	RJ	1	Funcionário	BR 116
Roubo/Furto	2017-05-10	Tarde	PE	Hig/Limp/Cosm	SP	PE	3	Funcionário	BR 101
Roubo/Furto	2017-05-10	Tarde	RJ	Alimentício	SP	PE	2	Funcionário	BR 101
Roubo/Furto	2017-05-10	Tarde	SP	Veículo	PR	BA	3	Funcionário	BR 381
Roubo/Furto	2017-05-11	Manhã	SP	Calçados	SP	SP	3	Funcionário	SP 330
Roubo/Furto	2017-05-14	Madrugada	AL	Hig/Limp/Cosm	SP	PE	3	Funcionário	BR 101
Roubo/Furto	2017-05-14	Madrugada	AL	Hig/Limp/Cosm	SP	PE	3	Funcionário	BR 101
Roubo/Furto	2017-05-15	Noite	ES	Hig/Limp/Cosm	SP	ES	3	Funcionário	BR 259
Roubo/Furto	2017-05-18	Tarde	SP	Alumínio	ES	SP	3	Funcionário	BR 116
Roubo/Furto	2017-05-20	Manhã	MG	Pneus	BA	SP	3	Funcionário	BR 116
Roubo/Furto	2017-05-23	Madrugada	PA	Geral	MA	PA	1	Funcionário	BR 010
Roubo/Furto	2017-05-24	Noite	RJ	Pescado	RN	RJ	1	Funcionário	BR 101
Roubo/Furto	2017-05-26	Madrugada	GO	Hig/Limp/Cosm	SP	GO	1	Funcionário	BR 153
Roubo/Furto	2017-05-30	Tarde	AL	Hig/Limp/Cosm	SP	RN	4	Funcionário	BR 101
Roubo/Furto	2017-05-31	Noite	GO	Hig/Limp/Cosm	SP	PA	3	Funcionário	BR 153
Roubo/Furto	2017-06-01	Noite	BA	Hig/Limp/Cosm	SP	PB	4	Funcionário	BR 101
Roubo/Furto	2017-06-01	Noite	RJ	Alimentício	SP	RJ	1	Funcionário	BR 116
Roubo/Furto	2017-06-02	Manhã	SP	Polímeros	SC	SP	1	Funcionário	Rua/Avenida
Roubo/Furto	2017-06-05	Noite	RJ	Medicamento	RJ	RJ	1	Funcionário	BR 101
Roubo/Furto	2017-06-06	Noite	RJ	Papel	MS	RJ	3	Funcionário	BR 116
Roubo/Furto	2017-06-09	Noite	RJ	Frigorífico	RO	RJ	2	Funcionário	BR 116
Roubo/Furto	2017-06-11	Noite	MG	Aço/Ferro	MG	RJ	3	Funcionário	BR 040
Roubo/Furto	2017-06-15	Madrugada	RJ	Pescado	SP	RJ	1	Funcionário	BR 116
Roubo/Furto	2017-06-15	Tarde	BA	Hig/Limp/Cosm	SP	BA	4	Funcionário	BR 116
Roubo/Furto	2017-06-18	Noite	RJ	Hig/Limp/Cosm	SP	PE	3	Funcionário	BR 493
Roubo/Furto	2017-06-21	Noite	RJ	Eletrodoméstico	SP	RJ	2	Funcionário	BR 116
Roubo/Furto	2017-06-29	Tarde	RJ	Pescado	SP	RJ	1	Funcionário	BR 101
Roubo/Furto	2017-06-30	Madrugada	RJ	Alimentício	SP	RJ	1	Funcionário	BR 101
Roubo/Furto	2017-07-02	Manhã	RJ	Frigorífico	RO	RJ	2	Funcionário	Rua/Avenida
Roubo/Furto	2017-07-02	Tarde	RJ	Bebidas	RS	RJ	1	Funcionário	BR 116
Roubo/Furto	2017-07-03	Tarde	GO	Defensivo Agrícola	GO	GO	3	Funcionário	GO 410
Roubo/Furto	2017-07-06	Madrugada	RS	Doces/Chocolate	EX	MG	4	Funcionário	BR 285
Roubo/Furto	2017-07-13	Tarde	RJ	Eletrodoméstico	SP	RJ	2	Funcionário	BR 101
Roubo/Furto	2017-07-24	Madrugada	MG	Eletrodoméstico	MG	MG	2	Funcionário	BR 381
Roubo/Furto	2017-07-26	Madrugada	MG	Laticínios	GO	SP	1	Funcionário	BR 364
Roubo/Furto	2017-07-26	Noite	SP	Café	MG	SP	1	Funcionário	Rua/Avenida
Roubo/Furto	2017-07-27	Noite	RJ	Frigorífico	RS	RJ	2	Funcionário	Rua/Avenida
Roubo/Furto	2017-07-29	Madrugada	AL	Hig/Limp/Cosm	SP	PB	3	Funcionário	BR 423
Roubo/Furto	2017-08-06	Noite	PE	Químico	PA	PE	4	Funcionário	BR 232
Roubo/Furto	2017-08-08	Noite	SP	Específicas	SP	SP	1	Funcionário	Rua/Avenida
Roubo/Furto	2017-08-13	Madrugada	SP	Frigorífico	GO	SP	4	Funcionário	SP 021
Roubo/Furto	2017-08-21	Manhã	MG	Café	GO	SP	3	Funcionário	Incerto
Roubo/Furto	2017-08-21	Manhã	SP	Material Elétrico	SP	SP	1	Funcionário	Rua/Avenida
Roubo/Furto	2017-08-23	Madrugada	MG	Específicas	MG	SP	2	Funcionário	BR 381
Roubo/Furto	2017-08-27	Tarde	PE	Químico	PA	PE	4	Funcionário	BR 232
Roubo/Furto	2017-08-28	Noite	SP	Defensivo Agrícola	SP	SP	2	Funcionário	BR 116
Roubo/Furto	2017-08-29	Noite	GO	Específicas	SP	RO	3	Funcionário	BR 364
Roubo/Furto	2017-09-02	Tarde	PI	Hig/Limp/Cosm	SP	PI	5	Funcionário	PI 141
Roubo/Furto	2017-09-06	Madrugada	SP	Geral	SP	SP	1	Funcionário	SP 332
Roubo/Furto	2017-09-09	Noite	GO	Bateria	SP	GO	4	Funcionário	BR 153
Roubo/Furto	2017-09-09	Tarde	PE	Hig/Limp/Cosm	SP	PB	4	Funcionário	BR 101
Roubo/Furto	2017-09-10	Noite	MG	Calçados	SP	PE	2	Funcionário	BR 251
Roubo/Furto	2017-09-17	Madrugada	PE	Hig/Limp/Cosm	SP	PE	3	Funcionário	BR 101
Roubo/Furto	2017-09-17	Manhã	RJ	Frigorífico	PR	RJ	1	Funcionário	BR 116
Roubo/Furto	2017-09-17	Noite	MT	Laticínios	SC	MT	1	Funcionário	BR 364
Roubo/Furto	2017-09-18	Noite	SP	Eletrônicos	SP	SP	5	Funcionário	SP 330
Roubo/Furto	2017-09-27	Noite	BA	Celulares	BA	BA	2	Funcionário	BR 324
Roubo/Furto	2017-10-01	Noite	BA	Alimentício	CE	PR	2	Funcionário	BR 116
Roubo/Furto	2017-10-03	Tarde	SP	Alumínio	SP	MG	3	Funcionário	SP 065
Roubo/Furto	2017-10-06	Manhã	MG	Material Elétrico	SP	PA	4	Funcionário	BR 423
Roubo/Furto	2017-10-11	Noite	RJ	Alimentício	SP	RJ	1	Funcionário	Rua/Avenida
Roubo/Furto	2017-10-18	Madrugada	SC	Bebidas	MG	RS	1	Funcionário	BR 101
Roubo/Furto	2017-10-24	Noite	GO	Óleo Comestível	MG	GO	1	Funcionário	BR 050
Roubo/Furto	2017-10-27	Manhã	MG	Hig/Limp/Cosm	SP	PE	3	Funcionário	BR 251
Roubo/Furto	2017-10-28	Noite	MG	Eletrônicos	SP	DF	4	Funcionário	BR 153
Roubo/Furto	2017-11-07	Manhã	SP	Alumínio	SP	DF	4	Funcionário	SP 065
Roubo/Furto	2017-11-09	Manhã	SP	Pneus	SP	PA	2	Funcionário	Rua/Avenida
Roubo/Furto	2017-11-10	Noite	AL	Hig/Limp/Cosm	PE	SP	4	Funcionário	BR 101
Roubo/Furto	2017-11-11	Tarde	RJ	Calçados	RS	ES	4	Funcionário	BR 116
Roubo/Furto	2017-11-12	Madrugada	PE	Hig/Limp/Cosm	SP	RN	3	Funcionário	BR 232
Roubo/Furto	2017-11-15	Noite	RJ	Material Elétrico	SP	RJ	2	Funcionário	BR 116
Roubo/Furto	2017-11-16	Tarde	SP	Confecção/Tecido/Fios	SP	SP	1	Funcionário	BR 116
Roubo/Furto	2017-11-17	Tarde	RJ	Alimentício	RJ	RJ	1	Funcionário	BR 040
Roubo/Furto	2017-11-20	Noite	PI	Hig/Limp/Cosm	SP	PI	4	Funcionário	BR 135
Roubo/Furto	2017-11-23	Madrugada	MG	Hig/Limp/Cosm	MG	SP	3	Funcionário	BR 381
Roubo/Furto	2017-11-24	Madrugada	SP	Eletrônicos	SP	SP	2	Funcionário	Rua/Avenida
Roubo/Furto	2017-11-24	Madrugada	SP	Frigorífico	GO	SP	3	Funcionário	SP 065
Roubo/Furto	2017-11-24	Manhã	MG	Hig/Limp/Cosm	SP	PE	3	Funcionário	BR 381
Roubo/Furto	2017-11-27	Madrugada	MG	Específicas	MG	MG	2	Funcionário	BR 262
Roubo/Furto	2017-11-27	Tarde	RJ	Hig/Limp/Cosm	SP	RJ	3	Funcionário	Rua/Avenida
Roubo/Furto	2017-11-28	Noite	AL	Hig/Limp/Cosm	PE	BA	3	Funcionário	BR 101
Roubo/Furto	2017-12-04	Noite	MA	Hig/Limp/Cosm	SP	PI	4	Funcionário	BR 316
Roubo/Furto	2017-12-04	Tarde	SP	Alumínio	SP	DF	3	Funcionário	Rua/Avenida
Roubo/Furto	2017-12-05	Madrugada	MG	Alimentício	SP	BA	1	Funcionário	BR 251
Roubo/Furto	2017-12-08	Manhã	SP	Hig/Limp/Cosm	SP	SP	2	Funcionário	BR 116
Roubo/Furto	2017-12-08	Noite	RJ	Específicas	RJ	SP	2	Funcionário	BR 101
Roubo/Furto	2017-12-11	Manhã	RJ	Alimentício	RJ	RJ	2	Funcionário	Incerto
Roubo/Furto	2017-12-13	Manhã	RJ	Frigorífico	PR	RJ	1	Funcionário	BR 116
Roubo/Furto	2017-12-25	Noite	BA	Alimentício	SP	PB	3	Funcionário	BR 101
Roubo/Furto	2018-01-04	Noite	BA	Laticínios	GO	BA	2	Funcionário	BR 242
Roubo/Furto	2018-01-11	Noite	PR	Combustível	RS	PR	1	Funcionário	BR 376
Roubo/Furto	2018-01-14	Manhã	TO	Tratores/Empilhadeiras	ES	PA	1	Funcionário	BR 153
Roubo/Furto	2018-01-17	Tarde	SP	Alumínio	SP	SP	1	Funcionário	BR 116
Roubo/Furto	2018-01-19	Manhã	SP	Alimentício	SP	PR	2	Funcionário	BR 116
Roubo/Furto	2018-01-20	Madrugada	TO	Laticínios	GO	PA	3	Funcionário	BR 153
Roubo/Furto	2018-01-24	Manhã	SP	Alumínio	SP	SP	4	Funcionário	BR 116
Roubo/Furto	2018-01-30	Tarde	SP	Frigorífico	SC	RJ	1	Funcionário	SP 021
Roubo/Furto	2018-01-30	Tarde	SP	Frigorífico	SC	RJ	1	Funcionário	SP 021
Roubo/Furto	2018-02-04	Manhã	GO	Alimentício	GO	BA	1	Funcionário	BR 060
Roubo/Furto	2018-02-14	Tarde	SP	Combustível	SP	MS	1	Funcionário	SP 332
Roubo/Furto	2018-02-15	Noite	SP	Combustível	SP	SP	1	Funcionário	BR 116
Roubo/Furto	2018-02-21	Manhã	SP	Confecção/Tecido/Fios	SP	SP	5	Funcionário	SP 083
Roubo/Furto	2018-03-14	Tarde	MG	Frigorífico	GO	SC	2	Funcionário	BR 153
Roubo/Furto	2018-03-26	Noite	RJ	Hig/Limp/Cosm	MG	RJ	1	Funcionário	BR 101
Roubo/Furto	2018-03-28	Madrugada	RJ	Específicas	RJ	RJ	2	Funcionário	BR 101
Roubo/Furto	2018-04-05	Madrugada	MG	Combustível	SP	MG	2	Funcionário	BR 381
Roubo/Furto	2018-04-05	Manhã	SP	Doces/Chocolate	EX	MG	5	Funcionário	SP 332
Roubo/Furto	2018-04-05	Manhã	SP	Eletrônicos	SP	SP	5	Funcionário	SP 330
Roubo/Furto	2018-04-06	Madrugada	SP	Eletrônicos	SP	SP	4	Funcionário	SP 330
Roubo/Furto	2018-04-08	Noite	SC	Frigorífico	SC	SC	1	Funcionário	SC 470
Roubo/Furto	2018-04-10	Madrugada	PR	Confecção/Tecido/Fios	SC	SP	2	Funcionário	BR 277
Roubo/Furto	2018-04-10	Tarde	PE	Hig/Limp/Cosm	SP	CE	4	Funcionário	BR 116
Roubo/Furto	2018-04-11	Madrugada	SP	Polímeros	SP	PA	1	Funcionário	SP 348
Roubo/Furto	2018-04-11	Noite	SP	Ofalmologicos	SP	SP	4	Funcionário	Rua/Avenida
Roubo/Furto	2018-04-14	Tarde	MG	Calçados	SP	PE	4	Funcionário	BR 116
Roubo/Furto	2018-04-15	Tarde	SP	Pneus	PE	SP	3	Funcionário	BR 116
Roubo/Furto	2018-04-17	Madrugada	SP	Confecção/Tecido/Fios	SP	SP	1	Funcionário	SP 008
Roubo/Furto	2018-04-18	Tarde	SP	Específicas	SP	SP	3	Funcionário	SP 330
Roubo/Furto	2018-04-20	Noite	SP	Frigorífico	SP	SP	4	Funcionário	SP 330
Roubo/Furto	2018-04-24	Manhã	PE	Frigorífico	RJ	PE	2	Funcionário	BR 423
Roubo/Furto	2018-05-10	Noite	MG	Café	MG	MG	1	Funcionário	MG 223
Roubo/Furto	2018-05-23	Noite	RJ	Computador/Tablet	RJ	SP	2	Funcionário	BR 101
Roubo/Furto	2018-06-07	Noite	PR	Bebidas	PR	SC	1	Funcionário	BR 101
Roubo/Furto	2018-06-11	Noite	MG	Defensivo Agrícola	SP	PE	5	Funcionário	BR 251
Roubo/Furto	2018-06-13	Noite	SP	Específicas	SP	SP	5	Funcionário	SP 348
Roubo/Furto	2018-06-15	Manhã	SP	Defensivo Agrícola	SP	SP	1	Funcionário	SP 332
Roubo/Furto	2018-06-17	Tarde	SP	Eletrodoméstico	SP	SC	1	Funcionário	BR 101
Roubo/Furto	2018-06-19	Manhã	MG	Café	MG	MG	3	Funcionário	BR 365
Roubo/Furto	2018-07-11	Madrugada	SP	Calçados	SP	MG	4	Funcionário	BR 381
Roubo/Furto	2018-07-19	Madrugada	MG	Frigorífico	MG	RJ	2	Funcionário	BR 116
Roubo/Furto	2018-07-21	Madrugada	MG	Confecção/Tecido/Fios	RJ	PI	4	Funcionário	BR 116
Roubo/Furto	2018-07-21	Madrugada	MG	Confecção/Tecido/Fios	RJ	MA	3	Funcionário	BR 116
Roubo/Furto	2018-07-22	Tarde	SP	Hig/Limp/Cosm	SP	MT	3	Funcionário	SP 330
Roubo/Furto	2018-07-23	Tarde	RJ	Alumínio	ES	SP	4	Funcionário	BR 101
Roubo/Furto	2018-07-24	Tarde	RJ	Óleo Lubrificante	RJ	SC	3	Funcionário	BR 101
Roubo/Furto	2018-08-09	Noite	SP	Químico	BA	SP	3	Funcionário	BR 116
Roubo/Furto	2018-08-22	Madrugada	PR	Hig/Limp/Cosm	MG	RS	2	Funcionário	BR 376
Roubo/Furto	2018-08-30	Noite	RJ	Geral	RJ	SP	2	Funcionário	BR 116
Roubo/Furto	2018-08-31	Noite	GO	Defensivo Agrícola	SP	GO	4	Funcionário	BR 153
Roubo/Furto	2018-09-03	Noite	PR	Frigorífico	PR	SC	1	Funcionário	BR 376
Roubo/Furto	2018-09-11	Noite	PR	Combustível	PR	MS	1	Funcionário	BR 376
Roubo/Furto	2018-09-14	Tarde	RJ	Laticínios	RJ	RJ	2	Funcionário	Incerto
Roubo/Furto	2018-09-14	Tarde	RJ	Laticínios	RJ	RJ	2	Funcionário	Incerto
Roubo/Furto	2018-09-15	Noite	SP	Hospitalar	GO	SP	4	Funcionário	SP 280
Roubo/Furto	2018-09-20	Manhã	RJ	Laticínios	RS	RJ	1	Funcionário	Rua/Avenida
Roubo/Furto	2018-10-04	Noite	MG	Confecção/Tecido/Fios	RJ	AL	3	Funcionário	BR 116
Roubo/Furto	2018-10-04	Noite	RJ	Laticínios	ES	SP	2	Funcionário	BR 393
Roubo/Furto	2018-10-05	Madrugada	SP	Hig/Limp/Cosm	SP	SP	3	Funcionário	Rua/Avenida
Roubo/Furto	2018-10-08	Noite	MG	Café	BA	PR	2	Funcionário	BR 418
Roubo/Furto	2018-10-10	Manhã	SP	Veículo	PR	SP	4	Funcionário	BR 116
Roubo/Furto	2018-10-16	Manhã	PI	Celulares	AM	PI	3	Funcionário	Rua/Avenida
Roubo/Furto	2018-10-17	Madrugada	SP	Hig/Limp/Cosm	SP	PE	3	Funcionário	BR 381
Roubo/Furto	2018-10-18	Madrugada	SP	Combustível	SP	SP	1	Funcionário	SP 330
Roubo/Furto	2018-10-24	Madrugada	RJ	Frigorífico	TO	RJ	3	Funcionário	BR 101
Roubo/Furto	2018-10-25	Noite	ES	Frigorífico	ES	EX	3	Funcionário	BR 101
Roubo/Furto	2018-10-26	Tarde	RJ	Frigorífico	TO	RJ	3	Funcionário	BR 101
Roubo/Furto	2018-11-03	Noite	AL	Hig/Limp/Cosm	SP	PE	3	Funcionário	BR 101
Roubo/Furto	2018-11-12	Tarde	RJ	Alimentício	PA	RJ	1	Funcionário	BR 101
Roubo/Furto	2018-11-22	Tarde	RJ	Hig/Limp/Cosm	MG	RJ	1	Funcionário	Rua/Avenida
Roubo/Furto	2018-12-08	Madrugada	PR	Alimentício	SC	PR	1	Funcionário	BR 116
Roubo/Furto	2018-12-10	Noite	SP	Defensivo Agrícola	SP	MT	5	Funcionário	SP 310
Roubo/Furto	2018-12-10	Tarde	GO	Defensivo Agrícola	MG	TO	1	Funcionário	BR 153
Roubo/Furto	2018-12-14	Manhã	RJ	Específicas	RJ	RJ	1	Funcionário	BR 040
Roubo/Furto	2018-12-17	Noite	RJ	Específicas	RJ	SP	1	Funcionário	BR 116
Roubo/Furto	2019-01-02	Noite	SC	Frigorífico	SC	SC	1	Funcionário	BR 470
Roubo/Furto	2019-01-10	Manhã	PR	Frigorífico	PR	SC	1	Funcionário	BR 277
Roubo/Furto	2019-03-14	Madrugada	RJ	Específicas	RJ	RJ	1	Funcionário	Incerto
Roubo/Furto	2017-01-06	Madrugada	SP	E-Commerce	MG	SP	1	S/Comprovação	SP 330
Roubo/Furto	2017-01-08	Noite	SP	Tubos e Conexões	SP	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-01-14	Madrugada	SP	E-Commerce	SP	SP	1	S/Comprovação	SP 070
Roubo/Furto	2017-01-19	Madrugada	GO	E-Commerce	MG	GO	1	S/Comprovação	BR 153
Roubo/Furto	2017-01-29	Noite	PE	Hig/Limp/Cosm	SP	RN	4	S/Comprovação	BR 423
Roubo/Furto	2017-01-31	Noite	SP	Eletrodoméstico	SP	ES	3	S/Comprovação	BR 116
Roubo/Furto	2017-01-31	Tarde	SP	Eletrodoméstico	SP	ES	3	S/Comprovação	BR 116
Roubo/Furto	2017-02-06	Manhã	GO	Defensivo Agrícola	GO	GO	3	S/Comprovação	BR 060
Roubo/Furto	2017-02-08	Madrugada	RN	Óleo Comestível	SP	RN	1	S/Comprovação	BR 101
Roubo/Furto	2017-02-08	Manhã	RJ	Alimentício	SP	RJ	1	S/Comprovação	BR 116
Roubo/Furto	2017-02-08	Noite	TO	Alimentício	PA	ES	2	S/Comprovação	BR 153
Roubo/Furto	2017-02-09	Manhã	PR	Alumínio	SC	SP	2	S/Comprovação	BR 116
Roubo/Furto	2017-02-12	Noite	PE	Hig/Limp/Cosm	SP	PE	3	S/Comprovação	BR 101
Roubo/Furto	2017-02-15	Noite	RJ	Hig/Limp/Cosm	MG	RJ	1	S/Comprovação	BR 116
Roubo/Furto	2017-02-15	Noite	SP	E-Commerce	SP	SP	4	S/Comprovação	SP 348
Roubo/Furto	2017-02-16	Manhã	SC	E-Commerce	SC	SC	3	S/Comprovação	BR 470
Roubo/Furto	2017-02-17	Madrugada	SP	Laticínios	MG	SP	3	S/Comprovação	SP 330
Roubo/Furto	2017-02-22	Madrugada	SP	Alumínio	MG	SP	1	S/Comprovação	BR 116
Roubo/Furto	2017-02-22	Noite	GO	Laticínios	MT	SP	3	S/Comprovação	BR 158
Roubo/Furto	2017-03-02	Manhã	SP	Polímeros	RJ	PR	1	S/Comprovação	BR 116
Roubo/Furto	2017-03-03	Madrugada	MG	Combustível	SP	GO	1	S/Comprovação	BR 153
Roubo/Furto	2017-03-06	Madrugada	SP	E-Commerce	SP	SP	1	S/Comprovação	SP 348
Roubo/Furto	2017-03-06	Tarde	SP	Polímeros	SP	MG	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-03-07	Manhã	SP	Confecção/Tecido/Fios	SP	EX	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-03-08	Madrugada	SP	E-Commerce	SP	SP	2	S/Comprovação	SP 280
Roubo/Furto	2017-03-09	Tarde	SP	E-Commerce	SP	SP	2	S/Comprovação	SP 270
Roubo/Furto	2017-03-13	Noite	RJ	Específicas	SP	RJ	1	S/Comprovação	BR 101
Roubo/Furto	2017-03-17	Madrugada	SP	E-Commerce	SP	SP	3	S/Comprovação	BR 116
Roubo/Furto	2017-03-24	Madrugada	SP	E-Commerce	SP	SP	2	S/Comprovação	SP 348
Roubo/Furto	2017-03-29	Tarde	SP	Polímeros	RJ	SP	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-03-31	Noite	MG	Alimentício	SP	PE	1	S/Comprovação	BR 116
Roubo/Furto	2017-04-04	Madrugada	EX	Utilidades Doméstica	RS	EX	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-04-05	Madrugada	SP	Pescado	SC	SP	2	S/Comprovação	BR 116
Roubo/Furto	2017-04-09	Noite	SP	Celulares	SP	MS	5	S/Comprovação	SP 280
Roubo/Furto	2017-04-11	Noite	MT	Combustível	SP	MT	1	S/Comprovação	BR 364
Roubo/Furto	2017-04-14	Madrugada	SP	Combustível	SP	MG	1	S/Comprovação	BR 381
Roubo/Furto	2017-04-14	Madrugada	SP	Eletrônicos	SP	RJ	2	S/Comprovação	SP 332
Roubo/Furto	2017-04-15	Noite	PR	Pescado	EX	SP	4	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-04-21	Tarde	EX	Laticínios	EX	SC	3	S/Comprovação	RN 09
Roubo/Furto	2017-04-23	Manhã	SP	Celulares	SP	RS	4	S/Comprovação	BR 116
Roubo/Furto	2017-04-24	Madrugada	SP	Hig/Limp/Cosm	MG	SP	3	S/Comprovação	SP 065
Roubo/Furto	2017-04-25	Madrugada	SP	E-Commerce	SP	SP	3	S/Comprovação	BR 116
Roubo/Furto	2017-04-26	Tarde	RJ	Celulares	SP	RJ	3	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-04-27	Madrugada	BA	Alimentício	DF	BA	1	S/Comprovação	BR 020
Roubo/Furto	2017-04-27	Noite	RJ	Alimentício	SP	RJ	1	S/Comprovação	BR 116
Roubo/Furto	2017-04-29	Manhã	AL	Alimentício	PE	BA	1	S/Comprovação	BR 101
Roubo/Furto	2017-05-02	Madrugada	RJ	Alimentício	SP	RJ	2	S/Comprovação	BR 116
Roubo/Furto	2017-05-02	Manhã	RJ	Autopeças	SP	RJ	1	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-05-05	Madrugada	RJ	Específicas	SP	RJ	2	S/Comprovação	Rua/Avenida
Roubo/Furto	2017-05-06	Noite	AL	Hig/Limp/Cosm	PE	BA	1	S/Comprovação	BR 101
Roubo/Furto	2017-05-08	Noite	PR	Específicas	SP	SC	1	S/Comprovação	BR 116
