sinistro	data	horario	uf_ocorrencia	mercadoria	origem_uf	destino_uf	faixa_valor_carga	vinculo_motorista	local_ocorrencia
Roubo/Furto	2017-08-11	Manhã	SP	Combustível	SP	SP	1	Autônomo	SP 364
Roubo/Furto	2017-08-11	Noite	SP	Frigorífico	SP	SP	1	Autônomo	Rua/Avenida
Roubo/Furto	2017-08-15	Madrugada	SP	Químico	SP	SP	2	Autônomo	Rua/Avenida
Roubo/Furto	2017-08-15	Noite	MG	Confecção/Tecido/Fios	RJ	MA	4	Autônomo	BR 116
Roubo/Furto	2017-08-16	Tarde	SP	Alumínio	SP	PR	3	Autônomo	BR 116
Roubo/Furto	2017-08-21	Noite	PR	Combustível	PR	MT	1	Autônomo	PR 151
Roubo/Furto	2017-08-23	Manhã	SC	Bebidas	PR	SC	1	Autônomo	SC 407
Roubo/Furto	2017-08-23	Noite	BA	Óleo Lubrificante	SP	SE	1	Autônomo	BR 101
Roubo/Furto	2017-08-23	Noite	SP	Alumínio	SP	SP	1	Autônomo	BR 116
Roubo/Furto	2017-08-27	Tarde	BA	Bebidas	DF	BA	1	Autônomo	BR 020
Roubo/Furto	2017-08-31	Madrugada	PR	Frigorífico	SP	SC	2	Autônomo	BR 116
Roubo/Furto	2017-09-03	Noite	SP	Bebidas	SP	PA	1	Autônomo	Desvio
Roubo/Furto	2017-09-03	Tarde	SP	Alumínio	PA	SP	2	Autônomo	SP 253
Roubo/Furto	2017-09-05	Noite	GO	Bebidas	SP	PA	1	Autônomo	BR 153
Roubo/Furto	2017-09-06	Noite	SP	Alumínio	SP	PR	3	Autônomo	BR 116
Roubo/Furto	2017-09-07	Madrugada	SP	Alumínio	SP	SP	1	Autônomo	SP 022
Roubo/Furto	2017-09-07	Manhã	SP	Alimentício	SP	SP	4	Autônomo	Rua/Avenida
Roubo/Furto	2017-09-08	Madrugada	MG	Café	ES	SP	2	Autônomo	BR 050
Roubo/Furto	2017-09-12	Madrugada	PR	Autopeças	SP	PR	3	Autônomo	BR 116
Roubo/Furto	2017-09-12	Madrugada	SP	E-Commerce	SP	SP	1	Autônomo	BR 374
Roubo/Furto	2017-09-12	Manhã	SP	Alumínio	SP	PR	4	Autônomo	BR 116
Roubo/Furto	2017-09-17	Tarde	SP	Frigorífico	RO	SP	2	Autônomo	SP 310
Roubo/Furto	2017-09-21	Madrugada	SP	Alumínio	SC	SP	1	Autônomo	BR 116
Roubo/Furto	2017-09-28	Madrugada	SP	Bebidas	SP	MS	1	Autônomo	SP 280
Roubo/Furto	2017-09-29	Noite	RJ	Laticínios	RJ	RJ	1	Autônomo	BR 116
Roubo/Furto	2017-09-30	Tarde	PE	Doces/Chocolate	SP	PE	3	Autônomo	BR 101
Roubo/Furto	2017-10-02	Noite	SP	Alumínio	SP	SP	2	Autônomo	Rua/Avenida
Roubo/Furto	2017-10-03	Noite	SP	Pneus	SC	SP	2	Autônomo	BR 116
Roubo/Furto	2017-10-04	Noite	RJ	Pneus	SC	RJ	2	Autônomo	BR 116
Roubo/Furto	2017-10-04	Tarde	SP	Alimentício	SP	ES	2	Autônomo	BR 116
Roubo/Furto	2017-10-05	Noite	SP	Alumínio	SP	PA	2	Autônomo	BR 381
Roubo/Furto	2017-10-06	Madrugada	PR	Polímeros	SC	SP	1	Autônomo	BR 116
Roubo/Furto	2017-10-06	Madrugada	SP	Geral	SC	SP	3	Autônomo	Rua/Avenida
Roubo/Furto	2017-10-06	Tarde	SP	Alumínio	SP	RS	4	Autônomo	BR 116
Roubo/Furto	2017-10-07	Tarde	PR	Alumínio	SP	PR	4	Autônomo	BR 227
Roubo/Furto	2017-10-08	Noite	MT	Defensivo Agrícola	MT	MT	1	Autônomo	BR 070
Roubo/Furto	2017-10-09	Tarde	SP	Fios/Cabos	SP	MG	1	Autônomo	Rua/Avenida
Roubo/Furto	2017-10-16	Noite	RN	Alimentício	PE	RN	1	Autônomo	BR 304
Roubo/Furto	2017-10-17	Noite	SP	Alumínio	SP	SP	2	Autônomo	SP 270
Roubo/Furto	2017-10-19	Tarde	BA	Eletrônicos	SP	PI	2	Autônomo	Desvio
Roubo/Furto	2017-10-20	Manhã	SP	Polímeros	SP	SP	1	Autônomo	Desvio
Roubo/Furto	2017-10-23	Noite	PB	Hig/Limp/Cosm	PE	PB	1	Autônomo	BR 101
Roubo/Furto	2017-10-26	Madrugada	SP	Alumínio	GO	SP	1	Autônomo	SP 065
Roubo/Furto	2017-10-30	Madrugada	SP	Polímeros	BA	SP	1	Autônomo	SP 381
Roubo/Furto	2017-10-31	Noite	SP	Alumínio	SP	RS	3	Autônomo	SP 021
Roubo/Furto	2017-10-31	Tarde	SC	Calçados	SP	RS	5	Autônomo	BR 101
Roubo/Furto	2017-11-04	Madrugada	BA	Laticínios	RS	PE	2	Autônomo	Desvio
Roubo/Furto	2017-11-05	Noite	BA	Alumínio	MA	RJ	1	Autônomo	BR 116
Roubo/Furto	2017-11-08	Noite	SP	Alumínio	SP	RS	2	Autônomo	BR 116
Roubo/Furto	2017-11-13	Madrugada	SP	Alimentício	SC	GO	3	Autônomo	BR 116
Roubo/Furto	2017-11-16	Manhã	PE	Hig/Limp/Cosm	PE	PA	1	Autônomo	Desvio
Roubo/Furto	2017-11-20	Madrugada	MG	Café	ES	SP	2	Autônomo	BR 381
Roubo/Furto	2017-11-21	Noite	RJ	Específicas	PR	ES	3	Autônomo	BR 116
Roubo/Furto	2017-11-23	Madrugada	SP	Cobre	SP	SP	1	Autônomo	BR 381
Roubo/Furto	2017-11-23	Manhã	BA	Bebidas	BA	ES	1	Autônomo	BR 101
Roubo/Furto	2017-11-24	Madrugada	SP	Polímeros	RJ	SP	1	Autônomo	SP 065
Roubo/Furto	2017-11-26	Madrugada	MG	Alimentício	GO	MG	1	Autônomo	BR 050
Roubo/Furto	2017-11-26	Noite	PE	Frigorífico	GO	PE	3	Autônomo	BR 101
Roubo/Furto	2017-11-27	Madrugada	SP	Bebidas	RS	SP	2	Autônomo	Desvio
Roubo/Furto	2017-11-27	Noite	GO	Aço/Ferro	CE	DF	1	Autônomo	BR 020
Roubo/Furto	2017-11-28	Noite	SP	Liga Metálica	SP	SP	3	Autônomo	SP 150
Roubo/Furto	2017-11-29	Madrugada	ES	Material Elétrico	ES	MG	3	Autônomo	BR 262
Roubo/Furto	2017-12-01	Noite	BA	Brinquedos	PR	PE	1	Autônomo	Desvio
Roubo/Furto	2017-12-01	Tarde	SP	Veículo	SP	SP	1	Autônomo	BR 381
Roubo/Furto	2017-12-02	Noite	SP	Algodão	GO	SP	1	Autônomo	BR 364
Roubo/Furto	2017-12-06	Madrugada	MG	Material Elétrico	PR	BA	1	Autônomo	BR 381
Roubo/Furto	2017-12-06	Noite	BA	Alumínio	MG	TO	2	Autônomo	BR 316
Roubo/Furto	2017-12-06	Tarde	MT	Combustível	PR	MT	1	Autônomo	BR 263
Roubo/Furto	2017-12-07	Madrugada	GO	Algodão	MT	MG	1	Autônomo	BR 364
Roubo/Furto	2017-12-07	Madrugada	GO	Defensivo Agrícola	SP	PA	1	Autônomo	BR 153
Roubo/Furto	2017-12-09	Noite	PR	Algodão	GO	SC	1	Autônomo	BR 277
Roubo/Furto	2017-12-10	Noite	RJ	Alimentício	SP	RJ	1	Autônomo	BR 116
Roubo/Furto	2017-12-14	Noite	RJ	Alimentício	RJ	RJ	1	Autônomo	BR 101
Roubo/Furto	2017-12-15	Noite	SP	Defensivo Agrícola	SP	PA	2	Autônomo	SP 330
Roubo/Furto	2017-12-15	Noite	SP	Óleo Comestível	MT	SP	1	Autônomo	SP 280
Roubo/Furto	2017-12-17	Manhã	SP	Alumínio	SP	PE	2	Autônomo	Rua/Avenida
Roubo/Furto	2017-12-17	Noite	PR	Frigorífico	RO	SC	2	Autônomo	BR 116
Roubo/Furto	2017-12-17	Noite	RJ	Frigorífico	PR	RJ	1	Autônomo	BR 040
Roubo/Furto	2017-12-19	Manhã	RJ	Frigorífico	PR	RJ	1	Autônomo	BR 116
Roubo/Furto	2017-12-20	Madrugada	PE	Frigorífico	TO	PE	1	Autônomo	BR 232
Roubo/Furto	2017-12-20	Noite	SP	Bebidas	PR	SP	1	Autônomo	BR 116
Roubo/Furto	2017-12-22	Madrugada	SP	Óleo Comestível	MT	SP	1	Autônomo	SP 280
Roubo/Furto	2017-12-22	Tarde	SP	Alumínio	RJ	SP	2	Autônomo	Rua/Avenida
Roubo/Furto	2017-12-26	Manhã	SP	Pneus	SP	SP	2	Autônomo	SP 308
Roubo/Furto	2017-12-26	Tarde	MA	Bebidas	PE	MA	1	Autônomo	BR 116
Roubo/Furto	2017-12-29	Madrugada	BA	Fraldas	GO	BA	1	Autônomo	BA 349
Roubo/Furto	2017-12-29	Madrugada	SP	Frigorífico	MS	SP	3	Autônomo	SP 015
Roubo/Furto	2018-01-06	Tarde	SP	Alumínio	SP	SP	2	Autônomo	Rua/Avenida
Roubo/Furto	2018-01-08	Madrugada	RJ	Alumínio	ES	SP	1	Autônomo	BR 393
Roubo/Furto	2018-01-10	Tarde	RJ	Hig/Limp/Cosm	GO	RJ	1	Autônomo	BR 101
Roubo/Furto	2018-01-12	Madrugada	SP	Pneus	RJ	RO	3	Autônomo	SP 280
Roubo/Furto	2018-01-13	Noite	SP	Café	PR	RJ	1	Autônomo	Desvio
Roubo/Furto	2018-01-14	Manhã	RJ	Hig/Limp/Cosm	MG	RJ	2	Autônomo	BR 116
Roubo/Furto	2018-01-14	Noite	SC	Polímeros	SC	SP	1	Autônomo	BR 101
Roubo/Furto	2018-01-17	Noite	MG	Café	MG	MG	2	Autônomo	MG 230
Roubo/Furto	2018-01-21	Madrugada	SP	Alumínio	SP	SP	1	Autônomo	SP 065
Roubo/Furto	2018-01-22	Manhã	SP	Doces/Chocolate	ES	SP	1	Autônomo	BR 116
Roubo/Furto	2018-01-22	Manhã	SP	Doces/Chocolate	ES	SP	1	Autônomo	BR 116
Roubo/Furto	2018-01-24	Madrugada	PR	Sementes	PR	PR	1	Autônomo	BR 445
Roubo/Furto	2018-01-25	Madrugada	MG	Doces/Chocolate	SP	RN	1	Autônomo	BR 381
Roubo/Furto	2018-01-27	Tarde	PR	Frigorífico	SC	RJ	2	Autônomo	BR 116
Roubo/Furto	2018-01-28	Madrugada	MG	Fraldas	SP	CE	2	Autônomo	BR 251
Roubo/Furto	2018-01-29	Madrugada	SP	Combustível	SP	SP	1	Autônomo	SP 133
Roubo/Furto	2018-01-30	Noite	RJ	Calçados	RJ	RJ	2	Autônomo	Rua/Avenida
Roubo/Furto	2018-01-31	Noite	RJ	Frigorífico	MG	EX	3	Autônomo	BR 101
Roubo/Furto	2018-01-31	Tarde	PE	Eletrodoméstico	PR	PE	1	Autônomo	BR 101
Roubo/Furto	2018-02-02	Madrugada	SP	Aço/Ferro	RS	MG	1	Autônomo	SP 065
Roubo/Furto	2018-02-03	Madrugada	SP	Bebidas	SP	GO	1	Autônomo	SP 065
Roubo/Furto	2018-02-04	Noite	RJ	Frigorífico	TO	RJ	2	Autônomo	BR 040
Roubo/Furto	2018-02-07	Noite	MG	Café	MG	MG	2	Autônomo	BR 354
Roubo/Furto	2018-02-08	Manhã	RJ	Confecção/Tecido/Fios	RJ	RJ	1	Autônomo	Rua/Avenida
Roubo/Furto	2018-02-14	Noite	SP	Alimentício	SC	RJ	3	Autônomo	BR 116
Roubo/Furto	2018-02-19	Tarde	SP	Tratores/Empilhadeiras	SP	PR	3	Autônomo	BR 116
Roubo/Furto	2018-02-23	Noite	SP	Autopeças	SP	MG	1	Autônomo	BR 381
Roubo/Furto	2018-02-24	Tarde	SP	Laticínios	SP	MA	3	Autônomo	BR 340
Roubo/Furto	2018-03-01	Noite	MG	Combustível	BA	MG	1	Autônomo	BR 251
Roubo/Furto	2018-03-01	Tarde	SP	Aço/Ferro	SC	MT	1	Autônomo	SP 284
Roubo/Furto	2018-03-03	Noite	BA	Veículo	BA	RO	1	Autônomo	BR 324
Roubo/Furto	2018-03-07	Madrugada	SP	Minério	GO	RS	4	Autônomo	SP 065
Roubo/Furto	2018-03-08	Madrugada	SP	Combustível	SP	SP	1	Autônomo	Rua/Avenida
Roubo/Furto	2018-03-09	Tarde	ES	Café	ES	SP	1	Autônomo	Desvio
Roubo/Furto	2018-03-10	Madrugada	PE	Alimentício	CE	AL	1	Autônomo	BR 101
Roubo/Furto	2018-03-12	Madrugada	RS	Eletrônicos	RS	RS	3	Autônomo	BR 116
Roubo/Furto	2018-03-14	Tarde	SP	Alumínio	GO	SP	1	Autônomo	BR 116
Roubo/Furto	2018-03-16	Madrugada	SP	Autopeças	RS	ES	2	Autônomo	BR 116
Roubo/Furto	2018-03-16	Noite	MG	Laticínios	SP	MA	3	Autônomo	BR 153
Roubo/Furto	2018-03-19	Madrugada	SP	Alumínio	SP	AM	3	Autônomo	SP 330
Roubo/Furto	2018-03-22	Noite	SP	Combustível	SP	SP	1	Autônomo	SP 330
Roubo/Furto	2018-03-23	Madrugada	MG	Específicas	SP	PB	3	Autônomo	BR 251
Roubo/Furto	2018-03-26	Madrugada	SP	Alimentício	SC	MG	3	Autônomo	BR 116
Roubo/Furto	2018-03-26	Manhã	PR	Combustível	PR	PR	1	Autônomo	BR 376
Roubo/Furto	2018-03-29	Noite	SP	Laticínios	RS	SP	2	Autônomo	SP 230
Roubo/Furto	2018-03-31	Tarde	SP	Bebidas	SP	SP	1	Autônomo	BR 116
Roubo/Furto	2018-04-03	Manhã	SP	Laticínios	MT	SP	2	Autônomo	Rua/Avenida
Roubo/Furto	2018-04-04	Noite	RJ	Confecção/Tecido/Fios	RJ	RJ	1	Autônomo	BR 101
Roubo/Furto	2018-04-05	Madrugada	RJ	Específicas	SP	ES	1	Autônomo	BR 101
Roubo/Furto	2018-04-05	Noite	SP	Alumínio	SP	MG	2	Autônomo	BR 381
Roubo/Furto	2018-04-06	Noite	SP	Frigorífico	MG	SP	4	Autônomo	SP 021
Roubo/Furto	2018-04-07	Madrugada	RS	Alimentício	RS	DF	1	Autônomo	RS 453
Roubo/Furto	2018-04-07	Manhã	SP	Alumínio	SP	GO	2	Autônomo	SP 330
Roubo/Furto	2018-04-07	Noite	SP	Hig/Limp/Cosm	ES	SP	1	Autônomo	BR 116
Roubo/Furto	2018-04-10	Noite	SP	Doces/Chocolate	SP	SP	3	Autônomo	BR 116
Roubo/Furto	2018-04-13	Madrugada	SP	Alimentício	MG	SP	2	Autônomo	SP 330
Roubo/Furto	2018-04-16	Noite	SP	Laticínios	MG	RS	2	Autônomo	BR 381
Roubo/Furto	2018-04-24	Noite	PE	Alimentício	PE	PE	1	Autônomo	BR 232
Roubo/Furto	2018-04-25	Madrugada	SP	Específicas	SP	MA	4	Autônomo	SP 330
Roubo/Furto	2018-04-26	Madrugada	RJ	Confecção/Tecido/Fios	RJ	RJ	1	Autônomo	BR 116
Roubo/Furto	2018-04-29	Noite	BA	Específicas	SP	BA	2	Autônomo	BR 116
Roubo/Furto	2018-05-06	Noite	MA	Laticínios	GO	MA	1	Autônomo	BR 010
Roubo/Furto	2018-05-08	Noite	PR	Laticínios	PR	SP	2	Autônomo	BR 116
Roubo/Furto	2018-05-09	Noite	SP	Café	ES	SP	1	Autônomo	BR 381
Roubo/Furto	2018-05-09	Noite	SP	Frigorífico	PA	SP	1	Autônomo	Rua/Avenida
Roubo/Furto	2018-05-13	Tarde	SP	Laticínios	RS	SP	1	Autônomo	BR 116
Roubo/Furto	2018-05-16	Noite	SP	Material Construção	SP	MG	1	Autônomo	SP 360
Roubo/Furto	2018-05-17	Madrugada	SP	Café	MG	RS	2	Autônomo	SP 330
Roubo/Furto	2018-05-18	Noite	MA	Café	PR	AM	2	Autônomo	BR 010
Roubo/Furto	2018-05-20	Noite	SP	Café	MG	SP	3	Autônomo	BR 116
Roubo/Furto	2018-05-30	Madrugada	SP	Alumínio	SP	RJ	1	Autônomo	Rua/Avenida
Roubo/Furto	2018-06-02	Noite	MT	Geral	MT	MT	1	Autônomo	BR 163
Roubo/Furto	2018-06-04	Noite	GO	Frigorífico	GO	RJ	2	Autônomo	BR 452
Roubo/Furto	2018-06-04	Noite	PR	Alumínio	SP	SC	3	Autônomo	Desvio
Roubo/Furto	2018-06-05	Manhã	GO	Frigorífico	PA	RJ	2	Autônomo	BR 414
Roubo/Furto	2018-06-05	Noite	PE	Alimentício	PE	PI	1	Autônomo	BR 232
Roubo/Furto	2018-06-05	Noite	SP	Frigorífico	MT	ES	3	Autônomo	SP 330
Roubo/Furto	2018-06-06	Madrugada	RJ	E-Commerce	RJ	RJ	3	Autônomo	BR 101
Roubo/Furto	2018-06-06	Madrugada	SP	Alumínio	SP	GO	2	Autônomo	SP 348
Roubo/Furto	2018-06-07	Tarde	MG	Café	MG	MG	3	Autônomo	BR 354
Roubo/Furto	2018-06-08	Madrugada	SP	Aço/Ferro	RJ	MT	1	Autônomo	SP 065
Roubo/Furto	2018-06-08	Noite	BA	Doces/Chocolate	SP	PE	2	Autônomo	BR 116
Roubo/Furto	2018-06-09	Manhã	BA	Doces/Chocolate	SP	PE	1	Autônomo	Incerto
Roubo/Furto	2018-06-10	Tarde	SP	Frigorífico	MT	SP	2	Autônomo	SP 310
Roubo/Furto	2018-06-12	Noite	RN	Eletrodoméstico	PE	CE	2	Autônomo	BR 304
Roubo/Furto	2018-06-13	Tarde	SP	Polímeros	SC	SP	1	Autônomo	BR 116
Roubo/Furto	2018-06-15	Noite	SP	Alumínio	SP	MT	3	Autônomo	Incerto
Roubo/Furto	2018-06-16	Madrugada	CE	Alimentício	PE	CE	1	Autônomo	BR 304
Roubo/Furto	2018-06-18	Noite	SP	Alumínio	BA	SP	1	Autônomo	BR 116
Roubo/Furto	2018-06-19	Noite	SP	Combustível	SP	SP	1	Autônomo	SP 340
Roubo/Furto	2018-06-24	Noite	CE	Específicas	PE	CE	2	Autônomo	BR 304
Roubo/Furto	2018-06-24	Noite	SP	Laticínios	ES	SP	3	Autônomo	SP 065
Roubo/Furto	2018-06-26	Manhã	SP	Alumínio	SP	MG	2	Autônomo	SP 348
Roubo/Furto	2018-06-28	Tarde	SP	Alumínio	SP	PI	3	Autônomo	BR 116
Roubo/Furto	2018-06-29	Noite	PR	Combustível	PR	MS	1	Autônomo	BR 376
Roubo/Furto	2018-06-29	Noite	SP	Doces/Chocolate	SP	MG	1	Autônomo	Desvio
Roubo/Furto	2018-06-30	Noite	MG	Específicas	MG	ES	2	Autônomo	BR 365
Roubo/Furto	2018-07-01	Tarde	SP	Polímeros	BA	SP	1	Autônomo	BR 381
Roubo/Furto	2018-07-04	Noite	BA	Laticínios	SP	SE	3	Autônomo	BR 101
Roubo/Furto	2018-07-06	Madrugada	SP	Frigorífico	SP	SP	3	Autônomo	SP 280
Roubo/Furto	2018-07-06	Noite	SP	Autopeças	SP	PR	5	Autônomo	SP 330
Roubo/Furto	2018-07-09	Noite	SP	Frigorífico	MT	MG	1	Autônomo	SP 310
Roubo/Furto	2018-07-11	Noite	BA	Geral	PE	PB	1	Autônomo	BR 116
Roubo/Furto	2018-07-12	Noite	SP	Defensivo Agrícola	SP	GO	2	Autônomo	SP 340
Roubo/Furto	2018-07-13	Madrugada	SP	Doces/Chocolate	SP	RS	1	Autônomo	BR 116
Roubo/Furto	2018-07-19	Noite	SP	Defensivo Agrícola	SP	DF	2	Autônomo	SP 340
Roubo/Furto	2018-07-22	Noite	MG	Alimentício	SC	MG	3	Autônomo	BR 381
Roubo/Furto	2018-07-23	Noite	BA	Fraldas	GO	CE	1	Autônomo	BR 116
Roubo/Furto	2018-07-25	Noite	BA	Fios/Cabos	ES	MA	2	Autônomo	BR 101
Roubo/Furto	2018-07-26	Madrugada	SP	Alumínio	MS	SP	1	Autônomo	SP 330
Roubo/Furto	2018-07-29	Noite	SC	Aço/Ferro	SC	RS	1	Autônomo	BR 101
Roubo/Furto	2018-07-30	Noite	MG	Laticínios	MG	BA	2	Autônomo	BR 365
Roubo/Furto	2018-07-31	Madrugada	MG	Laticínios	MG	BA	2	Autônomo	BR 040
Roubo/Furto	2018-08-01	Tarde	SP	Alumínio	SP	DF	4	Autônomo	SP 345
Roubo/Furto	2018-08-02	Manhã	SP	Aço/Ferro	SP	RS	1	Autônomo	SP 332
Roubo/Furto	2018-08-03	Tarde	SP	Alimentício	SC	SP	3	Autônomo	BR 116
Roubo/Furto	2018-08-06	Madrugada	RJ	Hig/Limp/Cosm	MG	RJ	2	Autônomo	BR 116
Roubo/Furto	2018-08-07	Noite	MA	Alimentício	MG	CE	1	Autônomo	BR 010
Roubo/Furto	2018-08-12	Noite	BA	Pneus	RJ	BA	3	Autônomo	BR 116
Roubo/Furto	2018-08-12	Noite	SP	Frigorífico	MT	SP	2	Autônomo	SP 280
Roubo/Furto	2018-08-15	Noite	RJ	Geral	MG	RJ	1	Autônomo	BR 101
Roubo/Furto	2018-08-16	Madrugada	MG	Hig/Limp/Cosm	MG	PR	4	Autônomo	BR 381
Roubo/Furto	2018-08-19	Madrugada	SP	Alumínio	SP	DF	4	Autônomo	SP 330
Roubo/Furto	2018-08-19	Manhã	BA	Geral	SP	PB	1	Autônomo	BR 110
Roubo/Furto	2018-08-21	Noite	SP	Específicas	SP	BA	3	Autônomo	BR 381
Roubo/Furto	2018-08-30	Manhã	SP	Alimentício	SC	MG	3	Autônomo	BR 116
Roubo/Furto	2018-08-31	Madrugada	GO	Laticínios	GO	BA	1	Autônomo	BR 352
Roubo/Furto	2018-08-31	Tarde	PE	Geral	SP	CE	1	Autônomo	Desvio
Roubo/Furto	2018-09-04	Noite	SP	Combustível	RJ	SP	2	Autônomo	BR 116
Roubo/Furto	2018-09-05	Noite	SP	Alumínio	ES	SP	4	Autônomo	BR 116
Roubo/Furto	2018-09-06	Noite	SC	Alimentício	SC	SC	3	Autônomo	BR 101
Roubo/Furto	2018-09-07	Madrugada	SP	Frigorífico	MT	SP	1	Autônomo	BR 116
Roubo/Furto	2018-09-12	Tarde	SC	Aço/Ferro	SC	SC	1	Autônomo	Desvio
Roubo/Furto	2018-09-13	Noite	SP	Defensivo Agrícola	MG	MS	4	Autônomo	BR 153
Roubo/Furto	2018-09-13	Tarde	MG	Defensivo Agrícola	SP	PI	3	Autônomo	BR 050
Roubo/Furto	2018-09-15	Noite	MG	Sementes	MG	MG	2	Autônomo	MG 452
Roubo/Furto	2018-09-16	Madrugada	SP	Específicas	MG	PR	3	Autônomo	BR 153
Roubo/Furto	2018-09-17	Madrugada	RJ	Laticínios	RS	RJ	3	Autônomo	BR 116
Roubo/Furto	2018-09-17	Tarde	EX	Autopeças	EX	SP	1	Autônomo	Desvio
Roubo/Furto	2018-09-23	Madrugada	SP	Sementes	MG	SP	1	Autônomo	SP 065
Roubo/Furto	2018-09-24	Noite	SP	Frigorífico	MT	SP	2	Autônomo	SP 300
Roubo/Furto	2018-09-26	Noite	SP	Alumínio	GO	SP	1	Autônomo	SP 330
Roubo/Furto	2018-09-28	Manhã	SP	Aço/Ferro	SP	SC	1	Autônomo	BR 116
Roubo/Furto	2018-09-29	Madrugada	ES	Laticínios	ES	ES	3	Autônomo	BR 101
Roubo/Furto	2018-10-01	Tarde	SP	Aço/Ferro	RJ	SP	1	Autônomo	Rua/Avenida
Roubo/Furto	2018-10-05	Manhã	GO	Hig/Limp/Cosm	SP	PA	2	Autônomo	BR 153
Roubo/Furto	2018-10-07	Madrugada	SP	Pneus	SC	PE	3	Autônomo	BR 116
Roubo/Furto	2018-10-07	Tarde	GO	Sementes	GO	GO	2	Autônomo	Desvio
Roubo/Furto	2018-10-10	Madrugada	SP	Geral	SP	SP	1	Autônomo	BR 116
Roubo/Furto	2018-10-10	Manhã	SC	Aço/Ferro	RS	PR	1	Autônomo	Desvio
Roubo/Furto	2018-10-11	Noite	MG	Café	MG	MG	2	Autônomo	BR 354
Roubo/Furto	2018-10-15	Madrugada	SC	Alumínio	SC	SC	2	Autônomo	SC 280
Roubo/Furto	2018-10-15	Noite	AL	Laticínios	SP	AL	3	Autônomo	BR 101
Roubo/Furto	2018-10-17	Noite	MG	Frigorífico	RO	MG	2	Autônomo	BR 262
Roubo/Furto	2018-10-19	Tarde	SP	Fraldas	SP	GO	1	Autônomo	Desvio
Roubo/Furto	2018-10-21	Tarde	SP	Frigorífico	MT	SP	2	Autônomo	SP 280
Roubo/Furto	2018-10-26	Tarde	MG	Sementes	MG	DF	3	Autônomo	BR 365
Roubo/Furto	2018-10-28	Noite	MA	Fraldas	GO	MA	1	Autônomo	BR 226
Roubo/Furto	2018-10-29	Noite	SP	Alumínio	SC	SP	3	Autônomo	BR 116
Roubo/Furto	2018-11-06	Madrugada	SP	Aço/Ferro	SP	RO	1	Autônomo	BR 456
Roubo/Furto	2018-11-07	Madrugada	GO	Alimentício	GO	TO	1	Autônomo	BR 153
Roubo/Furto	2018-11-07	Manhã	GO	Material Escolar	SP	GO	1	Autônomo	BR 153
Roubo/Furto	2018-11-07	Manhã	SP	Laticínios	SP	SP	1	Autônomo	SP 280
Roubo/Furto	2018-11-08	Noite	SP	Utilidades Doméstica	SP	RS	3	Autônomo	BR 116
Roubo/Furto	2018-11-21	Madrugada	SP	Frigorífico	PA	SP	2	Autônomo	SP 021
Roubo/Furto	2018-11-24	Noite	MG	Alumínio	PE	MS	2	Autônomo	BR 365
Roubo/Furto	2018-11-27	Noite	RJ	Geral	RJ	SP	3	Autônomo	BR 116
Roubo/Furto	2018-11-30	Madrugada	GO	Medicamento	SC	GO	4	Autônomo	BR 153
Roubo/Furto	2018-11-30	Noite	SP	Doces/Chocolate	SP	SP	1	Autônomo	SP 300
Roubo/Furto	2018-12-03	Noite	BA	Fraldas	GO	CE	2	Autônomo	BR 116
Roubo/Furto	2018-12-12	Madrugada	RJ	Geral	SC	ES	1	Autônomo	BR 101
Roubo/Furto	2018-12-12	Noite	MG	Laticínios	MG	SP	2	Autônomo	BR 369
Roubo/Furto	2018-12-16	Noite	MA	Fraldas	GO	PA	1	Autônomo	Rua/Avenida
Roubo/Furto	2018-12-20	Madrugada	SP	Confecção/Tecido/Fios	PR	GO	4	Autônomo	BR 153
Roubo/Furto	2018-12-21	Noite	MG	Bebidas	SP	MG	1	Autônomo	BR 381
Roubo/Furto	2018-12-22	Madrugada	MT	Sementes	MT	MS	4	Autônomo	BR 163
Roubo/Furto	2018-12-27	Tarde	PE	Fertilizantes	SP	CE	2	Autônomo	Desvio
Roubo/Furto	2018-12-29	Tarde	SP	Bebidas	SP	DF	1	Autônomo	SP 065
Roubo/Furto	2019-01-13	Noite	SP	Aço/Ferro	RJ	MG	1	Autônomo	SP 330
Roubo/Furto	2019-01-17	Manhã	SP	Alumínio	ES	SP	3	Autônomo	BR 116
Roubo/Furto	2019-01-17	Manhã	SP	Alumínio	ES	SP	3	Autônomo	BR 116
Roubo/Furto	2019-01-20	Noite	SP	Frigorífico	GO	SP	1	Autônomo	SP 348
Roubo/Furto	2019-02-01	Madrugada	SP	Alumínio	RJ	MG	1	Autônomo	SP 065
Roubo/Furto	2019-02-02	Madrugada	GO	Laticínios	GO	PI	1	Autônomo	GO 020
Roubo/Furto	2019-02-06	Madrugada	SP	Aço/Ferro	SP	SP	1	Autônomo	SP 310
Roubo/Furto	2019-02-16	Noite	SP	Bebidas	SP	GO	1	Autônomo	SP 330
Roubo/Furto	2019-02-27	Madrugada	PE	Bebidas	PE	MG	3	Autônomo	BR 232
Roubo/Furto	2019-03-02	Noite	SP	Aço/Ferro	SP	SP	1	Autônomo	SP 330
Roubo/Furto	2019-03-23	Madrugada	SP	Bebidas	SP	GO	1	Autônomo	BR 116
Roubo/Furto	2017-01-12	Manhã	MG	Hig/Limp/Cosm	SP	PB	4	Funcionário	BR 381
Roubo/Furto	2017-01-16	Noite	AL	Hig/Limp/Cosm	SP	RN	4	Funcionário	BR 423
